I.51	1	 6	 4	33	11	11	22	33	22	44	33	33	51
I.52	1	 7	 4	11	33	11	11	22	11	66	11	22	22
I.53	1	 8	 4	11	44	44	22	44	33	44	33	33	33
I.54	4	 9	 4	32	44	11	22	44	33	11	33	22	22
I.55	4	10	 4	22	44	11	11	44	33	11	11	11	11
I.56	4	11	 4	22	33	11	22	11	22	11	22	22	11
I.57	4	12	 4	22	33	11	22	44	33	11	11	33	22
I.58	4	13	 4	22	33	22	22	44	13	11	11	22	22
I.59	1	14	 4	44	33	33	11	33	11	45	11	23	11
I.60	1	15	 4	42	11	22	11	44	11	44	22	22	11
I.61	3	 1	 5	22	55	11	22	44	22	66	22	11	22
I.62	3	 2	 5	44	55	33	22	11	22	22	22	11	44
I.63	3	 3	 5	22	33	11	22	22	22	66	22	11	44
I.64	3	 4	 5	12	33	11	22	11	22	66	22	33	55
I.65	3	 5	 5	22	44	11	21	13	22	12	32	23	11
I.66	1	 6	 5	22	55	22	11	33	22	44	33	22	11
I.67	1	 7	 5	22	22	44	11	44	22	44	22	22	55
I.68	1	 8	 5	11	44	44	22	44	33	66	22	11	44
I.69	4	 9	 5	22	33	11	22	44	33	55	11	11	44
I.70	4	10	 5	22	33	11	22	44	23	55	22	33	21
I.71	4	11	 5	22	33	11	22	44	22	11	22	22	22
I.72	4	12	 5	22	33	44	22	44	33	55	11	22	22
I.73	4	13	 5	22	33	44	22	44	33	35	11	23	21
I.74	1	14	 5	11	11	22	11	22	22	55	41	11	55
I.75	1	15	 5	33	21	22	11	22	22	44	12	22	13
I.76	3	 1	 6	22	55	11	22	11	22	22	22	11	22
I.77	3	 2	 6	22	55	33	11	11	22	66	22	11	24
I.78	3	 3	 6	22	33	11	22	11	22	66	22	11	44
I.79	3	 4	 6	22	33	11	22	44	22	66	22	33	22
I.80	3	 5	 6	22	33	11	11	22	22	22	33	33	55
I.81	1	 6	 6	44	54	11	11	42	12	14	12	21	51
I.82	1	 7	 6	33	44	22	11	44	22	33	11	11	11
I.83	1	 8	 6	22	11	44	21	33	33	33	42	11	22
I.84	4	 9	 6	22	44	11	11	22	22	12	11	11	44
I.85	4	10	 6	22	55	11	11	44	33	11	11	11	22
I.86	4	11	 6	22	44	14	22	44	33	11	11	11	11
I.87	4	12	 6	22	44	11	22	44	33	55	11	22	44
I.88	4	13	 6	22	44	44	11	44	11	33	11	22	11
I.89	1	14	 6	11	33	11	11	22	22	45	44	22	44
I.90	1	15	 6	11	22	22	11	11	11	44	33	22	33
I.91	3	 1	 7	22	44	11	22	22	22	22	22	11	22
I.92	3	 2	 7	11	33	11	11	22	22	22	22	11	44
I.93	3	 3	 7	22	33	33	22	11	22	62	22	11	22
I.94	3	 4	 7	22	34	11	11	11	11	66	22	33	33
I.95	3	 5	 7	22	33	11	11	22	11	22	22	33	44
I.96	1	 6	 7	22	33	11	11	14	11	11	44	33	11
I.97	1	 7	 7	42	31	11	11	43	11	23	41	13	21
I.98	1	 8	 7	44	11	22	11	33	11	22	33	11	22
I.99	1	 9	 7	22	22	11	11	22	11	22	11	13	24
I.100	4	10	 7	22	55	11	22	44	33	55	22	11	11
I.101	4	11	 7	22	33	11	22	44	33	33	11	11	11
I.102	4	12	 7	22	34	11	11	44	11	55	11	22	44
I.103	1	13	 7	33	33	31	11	44	11	11	31	22	22
I.104	1	14	 7	11	33	33	22	22	22	11	11	11	24
I.105	1	15	 7	11	11	22	11	44	22	66	32	22	44
I.106	1	 1	 8	11	44	22	11	33	22	22	44	33	22
I.107	3	 2	 8	11	34	11	21	22	33	55	22	33	44
I.108	3	 3	 8	22	44	11	11	11	22	22	22	11	44
I.109	3	 4	 8	22	11	11	11	11	22	22	22	11	11
I.110	1	 5	 8	44	11	33	11	11	22	66	44	11	22
I.111	1	 6	 8	44	33	11	22	44	22	66	11	13	11
I.112	1	 7	 8	44	44	11	22	22	13	66	11	11	22
I.113	1	 8	 8	44	11	32	22	22	11	42	31	33	22
I.114	1	 9	 8	34	44	33	11	22	11	66	11	33	22
I.115	1	10	 8	34	44	11	22	22	11	22	33	11	22
I.116	1	11	 8	22	44	33	22	22	11	66	32	33	44
I.117	1	12	 8	22	24	33	11	22	11	22	22	22	22
I.118	1	13	 8	22	22	44	11	44	22	33	33	11	22
I.119	1	14	 8	11	55	44	11	44	11	55	31	11	22
I.120	1	15	 8	22	22	33	22	33	22	22	33	11	11
I.121	1	 1	 9	22	44	44	22	22	22	44	44	11	22
I.122	1	 2	 9	42	44	22	22	22	22	55	22	33	22
I.123	1	 3	 9	44	44	21	22	33	11	22	44	22	22
I.124	1	 4	 9	44	11	11	11	33	11	22	42	22	22
I.125	1	 5	 9	14	44	44	11	44	11	35	33	11	11
I.126	1	 6	 9	44	31	33	22	33	11	55	11	33	53
I.127	1	 7	 9	44	22	11	11	44	22	66	33	11	54
I.128	1	 8	 9	44	11	22	11	33	11	66	22	33	22
I.129	1	 9	 9	32	44	22	11	43	12	66	12	33	22
I.130	1	10	 9	33	44	22	22	11	11	22	44	33	22
I.131	2	11	 9	22	33	22	11	11	11	33	42	33	33
I.132	2	12	 9	22	34	11	11	11	11	55	33	33	44
I.133	2	13	 9	22	44	44	22	44	11	55	33	11	44
I.134	1	14	 9	11	11	44	22	33	22	44	11	11	22
I.135	1	15	 9	22	11	44	11	33	22	55	33	11	53
I.136	1	 1	10	22	44	44	22	22	22	44	11	22	11
I.137	1	 2	10	22	11	44	11	44	11	43	12	22	55
I.138	1	 3	10	11	22	44	11	33	11	33	22	11	22
I.139	1	 4	10	34	44	11	11	11	11	66	22	22	55
I.140	1	 5	10	44	33	44	11	11	11	22	34	33	55
I.141	1	 6	10	12	11	22	11	13	22	44	22	11	44
I.142	1	 7	10	11	22	11	11	22	22	44	34	11	44
I.143	1	 8	10	33	22	33	22	22	22	44	22	11	22
I.144	1	 9	10	33	44	22	11	44	22	22	44	11	11
I.145	1	10	10	32	24	32	11	44	12	42	44	11	13
I.146	2	11	10	22	44	22	21	44	11	44	44	11	22
I.147	2	12	10	22	44	44	22	14	11	22	44	11	22
I.148	2	13	10	22	44	33	11	22	11	55	44	11	44
I.149	1	14	10	11	33	44	11	44	22	55	32	11	33
I.150	1	15	10	22	33	22	22	11	11	62	11	11	33
I.151	1	 1	11	42	22	44	22	42	11	55	33	11	44
I.152	1	 2	11	44	11	44	11	44	12	11	33	22	33
I.153	1	 3	11	11	22	22	22	44	11	11	33	11	44
I.154	1	 4	11	33	11	44	11	33	22	22	44	11	44
I.155	1	 5	11	44	53	33	11	22	22	55	33	22	22
I.156	1	 6	11	22	44	22	22	11	11	44	22	22	22
I.157	1	 7	11	22	24	33	11	44	11	55	33	11	22
I.158	1	 8	11	33	22	33	11	22	22	22	22	11	33
I.159	1	 9	11	33	55	33	11	33	22	11	22	33	33
I.160	1	10	11	44	44	33	11	22	22	44	44	11	33
I.161	2	11	11	44	55	22	11	44	12	42	41	11	43
I.162	2	12	11	22	55	44	11	44	11	55	44	11	55
I.163	2	13	11	11	34	11	22	11	11	55	44	11	33
I.164	1	14	11	33	44	32	11	33	11	55	22	11	33
I.165	1	15	11	44	44	44	11	33	11	22	33	22	33
I.166	1	 1	12	44	44	33	22	22	11	22	12	33	54
I.167	1	 2	12	44	33	11	22	22	22	66	22	33	55
I.168	1	 3	12	11	55	33	22	44	22	66	44	22	44
I.169	1	 4	12	44	55	11	11	42	11	44	41	22	23
I.170	1	 5	12	11	55	33	22	22	22	33	11	22	33
I.171	1	 6	12	44	55	44	22	22	11	43	44	11	11
I.172	1	 7	12	22	55	33	11	44	11	55	44	33	11
I.173	1	 8	12	33	55	11	21	44	22	11	22	33	43
I.174	1	 9	12	22	44	33	22	22	22	66	22	22	43
I.175	1	10	12	44	44	33	22	44	11	11	22	33	43
I.176	1	11	12	22	52	22	11	22	22	22	11	11	44
I.177	1	12	12	12	41	24	11	14	12	55	41	11	54
I.178	1	13	12	11	55	44	22	11	11	55	11	11	44
I.179	1	14	12	11	33	22	11	22	11	11	33	33	22
I.180	1	15	12	33	44	44	22	44	11	33	22	33	23
I.181	1	 1	13	44	44	33	22	11	11	22	22	22	11
I.182	1	 2	13	44	53	11	11	11	22	55	33	21	51
I.183	1	 3	13	33	11	33	22	11	11	55	44	22	22
I.184	1	 4	13	33	11	22	11	11	11	55	44	22	22
I.185	1	 5	13	33	52	22	22	33	11	11	11	33	33
I.186	1	 6	13	44	33	33	22	33	11	44	44	33	11
I.187	1	 7	13	44	55	33	22	33	11	55	11	33	11
I.188	1	 8	13	44	55	11	22	44	12	11	11	22	43
I.189	1	 9	13	44	44	11	22	12	22	11	22	22	44
I.190	1	10	13	11	54	44	22	11	11	33	22	33	55
I.191	1	11	13	12	44	22	22	13	11	22	22	11	22
I.192	1	12	13	11	11	22	22	33	11	22	11	11	55
I.193	1	13	13	44	21	24	21	22	12	25	11	21	23
I.194	1	14	13	11	22	24	11	22	11	16	33	33	22
I.195	1	15	13	11	22	44	11	33	11	11	22	22	22
I.196	1	 1	14	33	11	22	22	11	11	33	33	22	11
I.197	1	 2	14	44	33	33	21	44	22	33	11	33	11
I.198	1	 3	14	11	33	31	11	11	22	11	22	33	25
I.199	1	 4	14	44	11	22	22	14	11	33	42	22	22
I.200	1	 5	14	33	44	22	22	11	11	11	22	22	33
I.201	1	 6	14	44	11	22	11	44	11	13	44	22	33
I.202	1	 7	14	34	22	22	22	33	11	44	11	22	22
I.203	1	 8	14	44	33	21	22	44	22	11	22	22	55
I.204	1	 9	14	22	53	44	22	33	22	44	22	22	55
I.205	1	10	14	44	55	11	22	33	11	44	44	22	25
I.206	1	11	14	11	55	11	11	11	11	22	44	22	51
I.207	1	12	14	44	44	33	22	22	11	22	31	11	33
I.208	1	13	14	44	11	33	22	22	22	44	31	22	33
I.209	1	14	14	12	31	44	21	32	12	44	31	23	23
I.210	1	15	14	22	22	22	11	33	11	11	44	22	22
I.211	1	 1	15	33	11	33	22	42	11	66	22	33	21
I.212	1	 2	15	11	55	33	22	44	11	33	22	33	22
I.213	1	 3	15	11	55	11	11	33	11	43	22	33	55
I.214	1	 4	15	22	33	44	22	44	22	33	11	33	11
I.215	1	 5	15	11	21	33	11	22	22	33	44	22	11
I.216	1	 6	15	44	22	22	11	11	11	55	22	33	11
I.217	1	 7	15	33	44	22	22	44	22	66	22	33	22
I.218	1	 8	15	34	33	22	22	44	11	22	11	11	22
I.219	1	 9	15	33	33	33	22	33	11	22	22	22	22
I.220	1	10	15	44	33	33	22	33	11	33	11	22	55
I.221	1	11	15	11	22	11	11	44	11	22	22	22	11
I.222	1	12	15	22	55	44	22	44	11	22	11	22	13
I.223	1	13	15	22	33	44	22	11	22	55	11	11	11
I.224	1	14	15	22	22	44	22	22	11	44	33	22	22
I.225	1	15	15	12	33	24	11	33	11	16	33	22	22
END													
